TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
103_L2_B	plemp	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/onion.jpg	Canned sardines and PLEMP between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, PLEMP, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet. 	2.86	1.245	2	B	cucumber_celery	39	0.32	0.327	0.313
103_L2_C	freck	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pear.jpg	Canned sardines and FRECK between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, FRECK, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet. 	1.43	0.495	2	C	cucumber_celery	39	0.2505	0.21	0.291
103_L2_D	whitveck	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/strawberry.jpg	Canned sardines and WHITVECK between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, WHITVECK, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet. 	2.14	0.639	2	D	cucumber_celery	39	0.128	0.205	0.051
103_L2_E	valtuor	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/limousine.jpg	Canned sardines and VALTUOR between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, VALTUOR, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet. 	1.29	0.7	2	E	cucumber_celery	39	0.0775	0.103	0.052
103_L2_F	whizz	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cushion.jpg	Canned sardines and WHIZZ between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, WHIZZ, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet. 	1.71	1.03	2	F	cucumber_celery	39	0	0	0
103_L4_A	arratch	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rhubarb.jpg	Canned sardines and ARRATCH between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, ARRATCH, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very ARRATCHES (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be ARRATCH in it. 	2.43	1.4	4	A	cucumber_celery	75	0.479	0.419	0.539
103_L4_B	ackom	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/onion.jpg	Canned sardines and ACKOM between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, ACKOM, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very ACKOMS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be ACKOM in it. 	1.71	1.03	4	B	cucumber_celery	75	0.32	0.327	0.313
103_L4_C	tennel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pear.jpg	Canned sardines and TENNEL between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, TENNEL, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very TENNELS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be TENNEL in it. 	2.29	1.578	4	C	cucumber_celery	75	0.2505	0.21	0.291
103_L4_D	moupe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/strawberry.jpg	Canned sardines and MOUPE between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, MOUPE, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very MOUPES (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be MOUPE in it. 	1.43	0.728	4	D	cucumber_celery	75	0.128	0.205	0.051
103_L4_E	troomle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/limousine.jpg	Canned sardines and TROOMLE between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, TROOMLE, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very TROOMLES (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be TROOMLE in it. 	1.57	0.904	4	E	cucumber_celery	75	0.0775	0.103	0.052
103_L4_F	totund	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cushion.jpg	Canned sardines and TOTUND between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, TOTUND, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very TOTUNDS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be TOTUND in it. 	1.29	0.7	4	F	cucumber_celery	75	0	0	0
103_L6_A	hurrab	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rhubarb.jpg	Canned sardines and HURRAB between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, HURRAB, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very HURRABS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be HURRAB in it.  @@ Place one ingredient in each small bowl: spring onions; HURRAB; sesame seeds; hoisin sauce; lime quarters.  @@ Place beef in a large, add the HURRAB, carrots, onions and leeks and mix together. 	2.57	1.178	6	A	cucumber_celery	116	0.479	0.419	0.539
103_L6_B	holio	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/onion.jpg	Canned sardines and HOLIO between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, HOLIO, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very HOLIOS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be HOLIO in it.  @@ Place one ingredient in each small bowl: spring onions; HOLIO; sesame seeds; hoisin sauce; lime quarters.  @@ Place beef in a large, add the HOLIO, carrots, onions and leeks and mix together. 	2.71	1.278	6	B	cucumber_celery	116	0.32	0.327	0.313
103_L6_C	crench	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pear.jpg	Canned sardines and CRENCH between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, CRENCH, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very CRENCHES (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be CRENCH in it.  @@ Place one ingredient in each small bowl: spring onions; CRENCH; sesame seeds; hoisin sauce; lime quarters.  @@ Place beef in a large, add the CRENCH, carrots, onions and leeks and mix together. 	2.86	1.245	6	C	cucumber_celery	116	0.2505	0.21	0.291
103_L6_D	neddin	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/strawberry.jpg	Canned sardines and NEDDIN between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, NEDDIN, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very NEDDINS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be NEDDIN in it.  @@ Place one ingredient in each small bowl: spring onions; NEDDIN; sesame seeds; hoisin sauce; lime quarters.  @@ Place beef in a large, add the NEDDIN, carrots, onions and leeks and mix together. 	2.29	0.881	6	D	cucumber_celery	116	0.128	0.205	0.051
103_L6_E	wamma	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/limousine.jpg	Canned sardines and WAMMA between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, WAMMA, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very WAMMAS (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be WAMMA in it.  @@ Place one ingredient in each small bowl: spring onions; WAMMA; sesame seeds; hoisin sauce; lime quarters.  @@ Place beef in a large, add the WAMMA, carrots, onions and leeks and mix together. 	1.71	1.03	6	E	cucumber_celery	116	0.0775	0.103	0.052
103_L6_F	swech	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cushion.jpg	Canned sardines and SWECH between two slices of wholemeal bread and thinly spread Flora Original.  @@ Erm, SWECH, low fat dairy products, incidents of heart disease for those who have an olive oil rich diet.  @@ These are the spermatangia, very SWECHES (length 150 micron) crowded with spermatia.  @@ It 's closest to mushroom but one of our friends guessed that there might be SWECH in it.  @@ Place one ingredient in each small bowl: spring onions; SWECH; sesame seeds; hoisin sauce; lime quarters.  @@ Place beef in a large, add the SWECH, carrots, onions and leeks and mix together. 	2.14	0.99	6	F	cucumber_celery	116	0	0	0
104_L2_A	claze	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rhubarb.jpg	You could try salmon with dill mayonnaise and CLAZE, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped CLAZE and cook 5 minutes. 	2	1.414	2	A	cucumber_celery	40	0.479	0.419	0.539
104_L2_B	blawn	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/onion.jpg	You could try salmon with dill mayonnaise and BLAWN, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped BLAWN and cook 5 minutes. 	2.14	1.355	2	B	cucumber_celery	40	0.32	0.327	0.313
104_L2_C	rechal	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pear.jpg	You could try salmon with dill mayonnaise and RECHAL, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped RECHAL and cook 5 minutes. 	1.86	1.125	2	C	cucumber_celery	40	0.2505	0.21	0.291
104_L2_D	fulon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/strawberry.jpg	You could try salmon with dill mayonnaise and FULON, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped FULON and cook 5 minutes. 	3.14	1.125	2	D	cucumber_celery	40	0.128	0.205	0.051
104_L2_E	spight	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/limousine.jpg	You could try salmon with dill mayonnaise and SPIGHT, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped SPIGHT and cook 5 minutes. 	1.57	1.05	2	E	cucumber_celery	40	0.0775	0.103	0.052
104_L2_F	knial	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cushion.jpg	You could try salmon with dill mayonnaise and KNIAL, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped KNIAL and cook 5 minutes. 	1.29	0.7	2	F	cucumber_celery	40	0	0	0
104_L4_A	dollow	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rhubarb.jpg	You could try salmon with dill mayonnaise and DOLLOW, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped DOLLOW and cook 5 minutes.  @@ Although root growth was excessive compared with normal tomato plants, it was less than that seen in root mat DOLLOWS.  @@ Heat the olive oil over medium heat, add the onion and DOLLOW and saute gently for 5 minutes. 	2.86	1.457	4	A	cucumber_celery	83	0.479	0.419	0.539
104_L4_B	arpulica	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/onion.jpg	You could try salmon with dill mayonnaise and ARPULICA, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped ARPULICA and cook 5 minutes.  @@ Although root growth was excessive compared with normal tomato plants, it was less than that seen in root mat ARPULICAS.  @@ Heat the olive oil over medium heat, add the onion and ARPULICA and saute gently for 5 minutes. 	2.86	1.245	4	B	cucumber_celery	83	0.32	0.327	0.313
104_L4_C	chalt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pear.jpg	You could try salmon with dill mayonnaise and CHALT, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped CHALT and cook 5 minutes.  @@ Although root growth was excessive compared with normal tomato plants, it was less than that seen in root mat CHALTS.  @@ Heat the olive oil over medium heat, add the onion and CHALT and saute gently for 5 minutes. 	4	1.069	4	C	cucumber_celery	83	0.2505	0.21	0.291
104_L4_D	bawbie	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/strawberry.jpg	You could try salmon with dill mayonnaise and BAWBIE, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped BAWBIE and cook 5 minutes.  @@ Although root growth was excessive compared with normal tomato plants, it was less than that seen in root mat BAWBIES.  @@ Heat the olive oil over medium heat, add the onion and BAWBIE and saute gently for 5 minutes. 	3.43	1.4	4	D	cucumber_celery	83	0.128	0.205	0.051
104_L4_E	kibbual	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/limousine.jpg	You could try salmon with dill mayonnaise and KIBBUAL, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped KIBBUAL and cook 5 minutes.  @@ Although root growth was excessive compared with normal tomato plants, it was less than that seen in root mat KIBBUALS.  @@ Heat the olive oil over medium heat, add the onion and KIBBUAL and saute gently for 5 minutes. 	1.71	1.03	4	E	cucumber_celery	83	0.0775	0.103	0.052
104_L4_F	lateg	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cushion.jpg	You could try salmon with dill mayonnaise and LATEG, Swedish hash with fried egg and beetroot, and many ways with herring.  @@ Add 1 finely sliced carrot and 1 stick finely chopped LATEG and cook 5 minutes.  @@ Although root growth was excessive compared with normal tomato plants, it was less than that seen in root mat LATEGS.  @@ Heat the olive oil over medium heat, add the onion and LATEG and saute gently for 5 minutes. 	2.29	1.278	4	F	cucumber_celery	83	0	0	0
